Macrotrends Data Download,
22/02/2019,2792.67
25/02/2019,2796.11
26/02/2019,2793.9
27/02/2019,2792.38
28/02/2019,2784.49
01/03/2019,2803.69
04/03/2019,2792.81
05/03/2019,2789.65
06/03/2019,2771.45
07/03/2019,2748.93
08/03/2019,2743.07
11/03/2019,2783.3
12/03/2019,2791.52
13/03/2019,2810.92
14/03/2019,2808.48
15/03/2019,2822.48
18/03/2019,2832.94
19/03/2019,2832.57
20/03/2019,2824.23
21/03/2019,2854.88
22/03/2019,2800.71
25/03/2019,2798.36
26/03/2019,2818.46
27/03/2019,2805.37
28/03/2019,2815.44
29/03/2019,2834.4
01/04/2019,2867.19
02/04/2019,2867.24
03/04/2019,2873.4
04/04/2019,2879.39
05/04/2019,2892.74
08/04/2019,2895.77
09/04/2019,2878.2
10/04/2019,2888.21
11/04/2019,2888.32
12/04/2019,2907.41
15/04/2019,2905.58
16/04/2019,2907.06
17/04/2019,2900.45
18/04/2019,2905.03
22/04/2019,2907.97
23/04/2019,2933.68
24/04/2019,2927.25
25/04/2019,2926.17
26/04/2019,2939.88
29/04/2019,2943.03
30/04/2019,2945.83
01/05/2019,2923.73
02/05/2019,2917.52
03/05/2019,2945.64
06/05/2019,2932.47
07/05/2019,2884.05
08/05/2019,2879.42
09/05/2019,2870.72
10/05/2019,2881.4
13/05/2019,2811.87
14/05/2019,2834.41
15/05/2019,2850.96
16/05/2019,2876.32
17/05/2019,2859.53
20/05/2019,2840.23
21/05/2019,2864.36
22/05/2019,2856.27
23/05/2019,2822.24
24/05/2019,2826.06
28/05/2019,2802.39
29/05/2019,2783.02
30/05/2019,2788.86
31/05/2019,2752.06
03/06/2019,2744.45
04/06/2019,2803.27
05/06/2019,2826.15
06/06/2019,2843.49
07/06/2019,2873.34
10/06/2019,2886.73
11/06/2019,2885.72
12/06/2019,2879.84
13/06/2019,2891.64
14/06/2019,2886.98
17/06/2019,2889.67
18/06/2019,2917.75
19/06/2019,2926.46
20/06/2019,2954.18
21/06/2019,2950.46
24/06/2019,2945.35
25/06/2019,2917.38
26/06/2019,2913.78
27/06/2019,2924.92
28/06/2019,2941.76
01/07/2019,2964.33
02/07/2019,2973.01
03/07/2019,2995.82
05/07/2019,2990.41
08/07/2019,2975.95
09/07/2019,2979.63
10/07/2019,2993.07
11/07/2019,2999.91
12/07/2019,3013.77
15/07/2019,3014.3
16/07/2019,3004.04
17/07/2019,2984.42
18/07/2019,2995.11
19/07/2019,2976.61
22/07/2019,2985.03
23/07/2019,3005.47
24/07/2019,3019.56
25/07/2019,3003.67
26/07/2019,3025.86
29/07/2019,3020.97
30/07/2019,3013.18
31/07/2019,2980.38
01/08/2019,2953.56
02/08/2019,2932.05
05/08/2019,2844.74
06/08/2019,2881.77
07/08/2019,2883.98
08/08/2019,2938.09
09/08/2019,2918.65
12/08/2019,2883.75
13/08/2019,2926.32
14/08/2019,2840.6
15/08/2019,2847.6
16/08/2019,2888.68
19/08/2019,2923.65
20/08/2019,2900.51
21/08/2019,2924.43
22/08/2019,2922.95
23/08/2019,2847.11
26/08/2019,2878.38
27/08/2019,2869.16
28/08/2019,2887.94
29/08/2019,2924.58
30/08/2019,2926.46
03/09/2019,2906.27
04/09/2019,2937.78
05/09/2019,2976
06/09/2019,2978.71
09/09/2019,2978.43
10/09/2019,2979.39
11/09/2019,3000.93
12/09/2019,3009.57
13/09/2019,3007.39
16/09/2019,2997.96
17/09/2019,3005.7
18/09/2019,3006.73
19/09/2019,3006.79
20/09/2019,2992.07
23/09/2019,2991.78
24/09/2019,2966.6
25/09/2019,2984.87
26/09/2019,2977.62
27/09/2019,2961.79
30/09/2019,2976.74
01/10/2019,2940.25
02/10/2019,2887.61
03/10/2019,2910.63
04/10/2019,2952.01
07/10/2019,2938.79
08/10/2019,2893.06
09/10/2019,2919.4
10/10/2019,2938.13
11/10/2019,2970.27
14/10/2019,2966.15
15/10/2019,2995.68
16/10/2019,2989.69
17/10/2019,2997.95
18/10/2019,2986.2
21/10/2019,3006.72
22/10/2019,2995.99
23/10/2019,3004.52
24/10/2019,3010.29
25/10/2019,3022.55
28/10/2019,3039.42
29/10/2019,3036.89
30/10/2019,3046.77
31/10/2019,3037.56
01/11/2019,3066.91
04/11/2019,3078.27
05/11/2019,3074.62
06/11/2019,3076.78
07/11/2019,3085.18
08/11/2019,3093.08
11/11/2019,3087.01
12/11/2019,3091.84
13/11/2019,3094.04
14/11/2019,3096.63
15/11/2019,3120.46
18/11/2019,3122.03
19/11/2019,3120.18
20/11/2019,3108.46
21/11/2019,3103.54
22/11/2019,3110.29
25/11/2019,3133.64
26/11/2019,3140.52
27/11/2019,3153.63
29/11/2019,3140.98
02/12/2019,3113.87
03/12/2019,3093.2
04/12/2019,3112.76
05/12/2019,3117.43
06/12/2019,3145.91
09/12/2019,3135.96
10/12/2019,3132.52
11/12/2019,3141.63
12/12/2019,3168.57
13/12/2019,3168.8
16/12/2019,3191.45
17/12/2019,3192.52
18/12/2019,3191.14
19/12/2019,3205.37
20/12/2019,3221.22
23/12/2019,3224.01
24/12/2019,3223.38
26/12/2019,3239.91
27/12/2019,3240.02
30/12/2019,3221.29
31/12/2019,3230.78
02/01/2020,3257.85
03/01/2020,3234.85
06/01/2020,3246.28
07/01/2020,3237.18
08/01/2020,3253.05
09/01/2020,3274.7
10/01/2020,3265.35
13/01/2020,3288.13
14/01/2020,3283.15
15/01/2020,3289.29
16/01/2020,3316.81
17/01/2020,3329.62
21/01/2020,3320.79
22/01/2020,3321.75
23/01/2020,3325.54
24/01/2020,3295.47
27/01/2020,3243.63
28/01/2020,3276.24
29/01/2020,3273.4
30/01/2020,3283.66
31/01/2020,3225.52
03/02/2020,3248.92
04/02/2020,3297.59
05/02/2020,3334.69
06/02/2020,3345.78
07/02/2020,3327.71
10/02/2020,3352.09
11/02/2020,3357.75
12/02/2020,3379.45
13/02/2020,3373.94
14/02/2020,3380.16
18/02/2020,3370.29
19/02/2020,3386.15
20/02/2020,3373.23
21/02/2020,3337.75
24/02/2020,3225.89
25/02/2020,3128.21
26/02/2020,3116.39
27/02/2020,2978.76
28/02/2020,2954.22
02/03/2020,3090.23
03/03/2020,3003.37
04/03/2020,3130.12
05/03/2020,3023.94
06/03/2020,2972.37
09/03/2020,2746.56
10/03/2020,2882.23
11/03/2020,2741.38
12/03/2020,2480.64
13/03/2020,2711.02
16/03/2020,2386.13
17/03/2020,2529.19
18/03/2020,2398.1
19/03/2020,2409.39
20/03/2020,2304.92
23/03/2020,2237.4
24/03/2020,2447.33
25/03/2020,2475.56
26/03/2020,2630.07
27/03/2020,2541.47
30/03/2020,2626.65
31/03/2020,2584.59
01/04/2020,2470.5
02/04/2020,2526.9
03/04/2020,2488.65
06/04/2020,2663.68
07/04/2020,2659.41
08/04/2020,2749.98
09/04/2020,2789.82
13/04/2020,2761.63
14/04/2020,2846.06
15/04/2020,2783.36
16/04/2020,2799.55
17/04/2020,2874.56
20/04/2020,2823.16
21/04/2020,2736.56
22/04/2020,2799.31
23/04/2020,2797.8
24/04/2020,2836.74
27/04/2020,2878.48
28/04/2020,2863.39
29/04/2020,2939.51
30/04/2020,2912.43
01/05/2020,2830.71
04/05/2020,2842.74
05/05/2020,2868.44
06/05/2020,2848.42
07/05/2020,2881.19
08/05/2020,2929.8
11/05/2020,2930.32
12/05/2020,2870.12
13/05/2020,2820
14/05/2020,2852.5
15/05/2020,2863.7
18/05/2020,2953.91
19/05/2020,2922.94
20/05/2020,2971.61
21/05/2020,2948.51
22/05/2020,2955.45
26/05/2020,2991.77
27/05/2020,3036.13
28/05/2020,3029.73
29/05/2020,3044.31
01/06/2020,3055.73
02/06/2020,3080.82
03/06/2020,3122.87
04/06/2020,3112.35
05/06/2020,3193.93
08/06/2020,3232.39
09/06/2020,3207.18
10/06/2020,3190.14
11/06/2020,3002.1
12/06/2020,3041.31
15/06/2020,3066.59
16/06/2020,3124.74
17/06/2020,3113.49
18/06/2020,3115.34
19/06/2020,3097.74
22/06/2020,3117.86
23/06/2020,3131.29
24/06/2020,3050.33
25/06/2020,3083.76
26/06/2020,3009.05
29/06/2020,3053.24
30/06/2020,3100.29
01/07/2020,3115.86
02/07/2020,3130.01
06/07/2020,3179.72
07/07/2020,3145.32
08/07/2020,3169.94
09/07/2020,3152.05
10/07/2020,3185.04
13/07/2020,3155.22
14/07/2020,3197.52
15/07/2020,3226.56
16/07/2020,3215.57
17/07/2020,3224.73
20/07/2020,3251.84
21/07/2020,3257.3
22/07/2020,3276.02
23/07/2020,3235.66
24/07/2020,3215.63
27/07/2020,3239.41
28/07/2020,3218.44
29/07/2020,3258.44
30/07/2020,3246.22
31/07/2020,3271.12
03/08/2020,3294.61
04/08/2020,3306.51
05/08/2020,3327.77
06/08/2020,3349.16
07/08/2020,3351.28
10/08/2020,3360.47
11/08/2020,3333.69
12/08/2020,3380.35
13/08/2020,3373.43
14/08/2020,3372.85
17/08/2020,3381.99
18/08/2020,3389.78
19/08/2020,3374.85
20/08/2020,3385.51
21/08/2020,3397.16
24/08/2020,3431.28
25/08/2020,3443.62
26/08/2020,3478.73
27/08/2020,3484.55
28/08/2020,3508.01
31/08/2020,3500.31
01/09/2020,3526.65
02/09/2020,3580.84
03/09/2020,3455.06
04/09/2020,3426.96
08/09/2020,3331.84
09/09/2020,3398.96
10/09/2020,3339.19
11/09/2020,3340.97
14/09/2020,3383.54
15/09/2020,3401.2
16/09/2020,3385.49
17/09/2020,3357.01
18/09/2020,3319.47
21/09/2020,3281.06
22/09/2020,3315.57
23/09/2020,3236.92
24/09/2020,3246.59
25/09/2020,3298.46
28/09/2020,3351.6
29/09/2020,3335.47
30/09/2020,3363
01/10/2020,3380.8
02/10/2020,3348.44
05/10/2020,3408.63
06/10/2020,3360.95
07/10/2020,3419.45
08/10/2020,3446.83
09/10/2020,3477.13
12/10/2020,3534.22
13/10/2020,3511.93
14/10/2020,3488.67
15/10/2020,3483.34
16/10/2020,3483.81
19/10/2020,3426.92
20/10/2020,3443.12
21/10/2020,3435.56
22/10/2020,3453.49
23/10/2020,3465.39
26/10/2020,3400.97
27/10/2020,3390.68
28/10/2020,3271.03
29/10/2020,3310.11
30/10/2020,3269.96
02/11/2020,3310.24
03/11/2020,3369.16
04/11/2020,3443.44
05/11/2020,3510.45
06/11/2020,3509.44
09/11/2020,3550.5
10/11/2020,3545.53
11/11/2020,3572.66
12/11/2020,3537.01
13/11/2020,3585.15
16/11/2020,3626.91
17/11/2020,3609.53
18/11/2020,3567.79
19/11/2020,3581.87
20/11/2020,3557.54
23/11/2020,3577.59
24/11/2020,3635.41
25/11/2020,3629.65
27/11/2020,3638.35
30/11/2020,3621.63
01/12/2020,3662.45
02/12/2020,3669.01
03/12/2020,3666.72
04/12/2020,3699.12
07/12/2020,3691.96
08/12/2020,3702.25
09/12/2020,3672.82
10/12/2020,3668.1
11/12/2020,3663.46
14/12/2020,3647.49
15/12/2020,3694.62
16/12/2020,3701.17
17/12/2020,3722.48
18/12/2020,3709.41
21/12/2020,3694.92
22/12/2020,3687.26
23/12/2020,3690.01
24/12/2020,3703.06
28/12/2020,3735.36
29/12/2020,3727.04
30/12/2020,3732.04
31/12/2020,3756.07
04/01/2021,3700.65
05/01/2021,3726.86
06/01/2021,3748.14
07/01/2021,3803.79
08/01/2021,3824.68
11/01/2021,3799.61
12/01/2021,3801.19
13/01/2021,3809.84
14/01/2021,3795.54
15/01/2021,3768.25
19/01/2021,3798.91
20/01/2021,3851.85
21/01/2021,3853.07
22/01/2021,3841.47
25/01/2021,3855.36
26/01/2021,3849.62
27/01/2021,3750.77
28/01/2021,3787.38
29/01/2021,3714.24
01/02/2021,3773.86
02/02/2021,3826.31
03/02/2021,3830.17
04/02/2021,3871.74
05/02/2021,3886.83
08/02/2021,3915.59
09/02/2021,3911.23
10/02/2021,3909.88
11/02/2021,3916.38
12/02/2021,3934.83
16/02/2021,3932.59
17/02/2021,3931.33
18/02/2021,3913.97
19/02/2021,3906.71
22/02/2021,3876.5
23/02/2021,3881.37
24/02/2021,3925.43
25/02/2021,3829.34
26/02/2021,3811.15
01/03/2021,3901.82
02/03/2021,3870.29
03/03/2021,3819.72
04/03/2021,3768.47
05/03/2021,3841.94
08/03/2021,3821.35
09/03/2021,3875.44
10/03/2021,3898.81
11/03/2021,3939.34
12/03/2021,3943.34
15/03/2021,3968.94
16/03/2021,3962.71
17/03/2021,3974.12
18/03/2021,3915.46
19/03/2021,3913.1
22/03/2021,3940.59
23/03/2021,3910.52
24/03/2021,3889.14
25/03/2021,3909.52
26/03/2021,3974.54
29/03/2021,3971.09
30/03/2021,3958.55
31/03/2021,3972.89
01/04/2021,4019.87
05/04/2021,4077.91
06/04/2021,4073.94
07/04/2021,4079.95
08/04/2021,4097.17
09/04/2021,4128.8
12/04/2021,4127.99
13/04/2021,4141.59
14/04/2021,4124.66
15/04/2021,4170.42
16/04/2021,4185.47
19/04/2021,4163.26
20/04/2021,4134.94
21/04/2021,4173.42
22/04/2021,4134.98
23/04/2021,4180.17
26/04/2021,4187.62
27/04/2021,4186.72
28/04/2021,4183.18
29/04/2021,4211.47
30/04/2021,4181.17
03/05/2021,4192.66
04/05/2021,4164.66
05/05/2021,4167.59
06/05/2021,4201.62
07/05/2021,4232.6
10/05/2021,4188.43
11/05/2021,4152.1
12/05/2021,4063.04
13/05/2021,4112.5
14/05/2021,4173.85
17/05/2021,4163.29
18/05/2021,4127.83
19/05/2021,4115.68
20/05/2021,4159.12
21/05/2021,4155.86
24/05/2021,4197.05
25/05/2021,4188.13
26/05/2021,4195.99
27/05/2021,4200.88
28/05/2021,4204.11
01/06/2021,4202.04
02/06/2021,4208.12
03/06/2021,4192.85
04/06/2021,4229.89
07/06/2021,4226.52
08/06/2021,4227.26
09/06/2021,4219.55
10/06/2021,4239.18
11/06/2021,4247.44
14/06/2021,4255.15
15/06/2021,4246.59
16/06/2021,4223.7
17/06/2021,4221.86
18/06/2021,4166.45
21/06/2021,4224.79
22/06/2021,4246.44
23/06/2021,4241.84
24/06/2021,4266.49
25/06/2021,4280.7
28/06/2021,4290.61
29/06/2021,4291.8
30/06/2021,4297.5
01/07/2021,4319.94
02/07/2021,4352.34
06/07/2021,4343.54
07/07/2021,4358.13
08/07/2021,4320.82
09/07/2021,4369.55
12/07/2021,4384.63
13/07/2021,4369.21
14/07/2021,4374.3
15/07/2021,4360.03
16/07/2021,4327.16
19/07/2021,4258.49
20/07/2021,4323.06
21/07/2021,4358.69
22/07/2021,4367.48
23/07/2021,4411.79
26/07/2021,4422.3
27/07/2021,4401.46
28/07/2021,4400.64
29/07/2021,4419.15
30/07/2021,4395.26
02/08/2021,4387.16
03/08/2021,4423.15
04/08/2021,4402.66
05/08/2021,4429.1
06/08/2021,4436.52
09/08/2021,4432.35
10/08/2021,4436.75
11/08/2021,4447.7
12/08/2021,4460.83
13/08/2021,4468
16/08/2021,4479.71
17/08/2021,4448.08
18/08/2021,4400.27
19/08/2021,4405.8
20/08/2021,4441.67
23/08/2021,4479.53
24/08/2021,4486.23
25/08/2021,4496.19
26/08/2021,4470
27/08/2021,4509.37
30/08/2021,4528.79
31/08/2021,4522.68
01/09/2021,4524.09
02/09/2021,4536.95
03/09/2021,4535.43
07/09/2021,4520.03
08/09/2021,4514.07
09/09/2021,4493.28
10/09/2021,4458.58
13/09/2021,4468.73
14/09/2021,4443.05
15/09/2021,4480.7
16/09/2021,4473.75
17/09/2021,4432.99
20/09/2021,4357.73
21/09/2021,4354.19
22/09/2021,4395.64
23/09/2021,4448.98
24/09/2021,4455.48
27/09/2021,4443.11
28/09/2021,4352.63
29/09/2021,4359.46
30/09/2021,4307.54
01/10/2021,4357.04
04/10/2021,4300.46
05/10/2021,4345.72
06/10/2021,4363.55
07/10/2021,4399.76
08/10/2021,4391.34
11/10/2021,4361.19
12/10/2021,4350.65
13/10/2021,4363.8
14/10/2021,4438.26
15/10/2021,4471.37
18/10/2021,4486.46
19/10/2021,4519.63
20/10/2021,4536.19
21/10/2021,4549.78
22/10/2021,4544.9
25/10/2021,4566.48
26/10/2021,4574.79
27/10/2021,4551.68
28/10/2021,4596.42
29/10/2021,4605.38
01/11/2021,4613.67
02/11/2021,4630.65
03/11/2021,4660.57
04/11/2021,4680.06
05/11/2021,4697.53
08/11/2021,4701.7
09/11/2021,4685.25
10/11/2021,4646.71
11/11/2021,4649.27
12/11/2021,4682.85
15/11/2021,4682.8
16/11/2021,4700.9
17/11/2021,4688.67
18/11/2021,4704.54
19/11/2021,4697.96
22/11/2021,4682.94
23/11/2021,4690.7
24/11/2021,4701.46
26/11/2021,4594.62
29/11/2021,4655.27
30/11/2021,4567
01/12/2021,4513.04
02/12/2021,4577.1
03/12/2021,4538.43
06/12/2021,4591.67
07/12/2021,4686.75
08/12/2021,4701.21
09/12/2021,4667.45
10/12/2021,4712.02
13/12/2021,4668.97
14/12/2021,4634.09
15/12/2021,4709.85
16/12/2021,4668.67
17/12/2021,4620.64
20/12/2021,4568.02
21/12/2021,4649.23
22/12/2021,4696.56
23/12/2021,4725.79
27/12/2021,4791.19
28/12/2021,4786.35
29/12/2021,4793.06
30/12/2021,4778.73
31/12/2021,4766.18
03/01/2022,4796.56
04/01/2022,4793.54
05/01/2022,4700.58
06/01/2022,4696.05
07/01/2022,4677.03
10/01/2022,4670.29
11/01/2022,4713.07
12/01/2022,4726.35
13/01/2022,4659.03
14/01/2022,4662.85
18/01/2022,4577.11
19/01/2022,4532.76
20/01/2022,4482.73
21/01/2022,4397.94
24/01/2022,4410.13
25/01/2022,4356.45
26/01/2022,4349.93
27/01/2022,4326.51
28/01/2022,4431.85
31/01/2022,4515.55
01/02/2022,4546.54
02/02/2022,4589.38
03/02/2022,4477.44
04/02/2022,4500.53
07/02/2022,4483.87
08/02/2022,4521.54
09/02/2022,4587.18
10/02/2022,4504.08
11/02/2022,4418.64
14/02/2022,4401.67
15/02/2022,4471.07
16/02/2022,4475.01
17/02/2022,4380.26
18/02/2022,4348.87
22/02/2022,4304.76
23/02/2022,4225.5
24/02/2022,4288.7
25/02/2022,4384.65
28/02/2022,4373.94
01/03/2022,4306.26
02/03/2022,4386.54
03/03/2022,4363.49
04/03/2022,4328.87
07/03/2022,4201.09
08/03/2022,4170.7
09/03/2022,4277.88
10/03/2022,4259.52
11/03/2022,4204.31
14/03/2022,4173.11
15/03/2022,4262.45
16/03/2022,4357.86
17/03/2022,4411.67
18/03/2022,4463.12
21/03/2022,4461.18
22/03/2022,4511.61
23/03/2022,4456.24
24/03/2022,4520.16
25/03/2022,4543.06
28/03/2022,4575.52
29/03/2022,4631.6
30/03/2022,4602.45
31/03/2022,4530.41
01/04/2022,4545.86
04/04/2022,4582.64
05/04/2022,4525.12
06/04/2022,4481.15
07/04/2022,4500.21
08/04/2022,4488.28
11/04/2022,4412.53
12/04/2022,4397.45
13/04/2022,4446.59
14/04/2022,4392.59
18/04/2022,4391.69
19/04/2022,4462.21
20/04/2022,4459.45
21/04/2022,4393.66
22/04/2022,4271.78
25/04/2022,4296.12
26/04/2022,4175.2
27/04/2022,4183.96
28/04/2022,4287.5
29/04/2022,4131.93
02/05/2022,4155.38
03/05/2022,4175.48
04/05/2022,4300.17
05/05/2022,4146.87
06/05/2022,4123.34
09/05/2022,3991.24
10/05/2022,4001.05
11/05/2022,3935.18
12/05/2022,3930.08
13/05/2022,4023.89
16/05/2022,4008.01
17/05/2022,4088.85
18/05/2022,3923.68
19/05/2022,3900.79
20/05/2022,3901.36
23/05/2022,3973.75
24/05/2022,3941.48
25/05/2022,3978.73
26/05/2022,4057.84
27/05/2022,4158.24
31/05/2022,4132.15
01/06/2022,4101.23
02/06/2022,4176.82
03/06/2022,4108.54
06/06/2022,4121.43
07/06/2022,4160.68
08/06/2022,4115.77
09/06/2022,4017.82
10/06/2022,3900.86
13/06/2022,3749.63
14/06/2022,3735.48
15/06/2022,3789.99
16/06/2022,3666.77
17/06/2022,3674.84
21/06/2022,3764.79
22/06/2022,3759.89
23/06/2022,3795.73
24/06/2022,3911.74
27/06/2022,3900.11
28/06/2022,3821.55
29/06/2022,3818.83
30/06/2022,3785.38
01/07/2022,3825.33
05/07/2022,3831.39
06/07/2022,3845.08
07/07/2022,3902.62
08/07/2022,3899.38
11/07/2022,3854.43
12/07/2022,3818.8
13/07/2022,3801.78
14/07/2022,3790.38
15/07/2022,3863.16
18/07/2022,3830.85
19/07/2022,3936.69
20/07/2022,3959.9
21/07/2022,3998.95
22/07/2022,3961.63
25/07/2022,3966.84
26/07/2022,3921.05
27/07/2022,4023.61
28/07/2022,4072.43
29/07/2022,4130.29
01/08/2022,4118.63
02/08/2022,4091.19
03/08/2022,4155.17
04/08/2022,4151.94
05/08/2022,4145.19
08/08/2022,4140.06
09/08/2022,4122.47
10/08/2022,4210.24
11/08/2022,4207.27
12/08/2022,4280.15
15/08/2022,4297.14
16/08/2022,4305.2
17/08/2022,4274.04
18/08/2022,4283.74
19/08/2022,4228.48
22/08/2022,4137.99
23/08/2022,4128.73
24/08/2022,4140.77
25/08/2022,4199.12
26/08/2022,4057.66
29/08/2022,4030.61
30/08/2022,3986.16
31/08/2022,3955
01/09/2022,3966.85
02/09/2022,3924.26
06/09/2022,3908.19
07/09/2022,3979.87
08/09/2022,4006.18
09/09/2022,4067.36
12/09/2022,4110.41
13/09/2022,3932.69
14/09/2022,3946.01
15/09/2022,3901.35
16/09/2022,3873.33
19/09/2022,3899.89
20/09/2022,3855.93
21/09/2022,3789.93
22/09/2022,3757.99
23/09/2022,3693.23
26/09/2022,3655.04
27/09/2022,3647.29
28/09/2022,3719.04
29/09/2022,3640.47
30/09/2022,3585.62
03/10/2022,3678.43
04/10/2022,3790.93
05/10/2022,3783.28
06/10/2022,3744.52
07/10/2022,3639.66
10/10/2022,3612.39
11/10/2022,3588.84
12/10/2022,3577.03
13/10/2022,3669.91
14/10/2022,3583.07
17/10/2022,3677.95
18/10/2022,3719.98
19/10/2022,3695.16
20/10/2022,3665.78
21/10/2022,3752.75
24/10/2022,3797.34
25/10/2022,3859.11
26/10/2022,3830.6
27/10/2022,3807.3
28/10/2022,3901.06
31/10/2022,3871.98
01/11/2022,3856.1
02/11/2022,3759.69
03/11/2022,3719.89
04/11/2022,3770.55
07/11/2022,3806.8
08/11/2022,3828.11
09/11/2022,3748.57
10/11/2022,3956.37
11/11/2022,3992.93
14/11/2022,3957.25
15/11/2022,3991.73
16/11/2022,3958.79
17/11/2022,3946.56
18/11/2022,3965.34
21/11/2022,3949.94
22/11/2022,4003.58
23/11/2022,4027.26
25/11/2022,4026.12
28/11/2022,3963.94
29/11/2022,3957.63
30/11/2022,4080.11
01/12/2022,4076.57
02/12/2022,4071.7
05/12/2022,3998.84
06/12/2022,3941.26
07/12/2022,3933.92
08/12/2022,3963.51
09/12/2022,3934.38
12/12/2022,3990.56
13/12/2022,4019.65
14/12/2022,3995.32
15/12/2022,3895.75
16/12/2022,3852.36
17/12/2022,
18/12/2022,
19/12/2022,
20/12/2022,
21/12/2022,
22/12/2022,
23/12/2022,
24/12/2022,
25/12/2022,
26/12/2022,
27/12/2022,
28/12/2022,
29/12/2022,
30/12/2022,
31/12/2022,
01/01/2023,
02/01/2023,
03/01/2023,
04/01/2023,
05/01/2023,
06/01/2023,
